Species Name,Latitude,Longitude,Day,Month,Year,Local Time,Location Name,Loc Reliability,Sp Code,ID Reliability,Min. Number of Animals,Max. Number of Animals,Animal Condition,Platform,Type of Sighting,Type of Gear,Target Species,Strand or Entrapment Outcome,Depth (m),Distance From Obs (m),Discard Wt (kg)
Leatherback Turtle,46.8245,-53.7848,2,8,2024,14:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.825,-53.7848,2,8,2024,14:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.846,-53.7826,2,8,2024,14:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.8471,-53.7825,2,8,2024,14:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9573,-53.7737,2,8,2024,14:40,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.327,-53.6241,2,8,2024,16:49,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.1211,-53.613,2,8,2024,16:57,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.664,-53.3011,2,8,2024,19:21,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,50.8007,-58.6328,14,8,2024,13:44,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.6929,-51.6893,15,8,2024,14:37,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.9879,-54.3271,17,8,2024,15:10,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.748,-52.6961,22,8,2024,14:30,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.693,-51.6404,22,8,2024,14:38,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.692,-51.5882,22,8,2024,14:39,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4749,-51.8496,23,8,2024,14:00,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,49.3534,-53.4083,24,8,2024,13:38,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,49.9695,-53.6364,26,8,2024,14:40,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,49.9066,-53.9945,26,8,2024,14:49,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7005,-59.5963,30,8,2024,13:46,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0458,-59.3786,30,8,2024,14:50,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0013,-59.4533,30,8,2024,14:52,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0571,-59.7417,30,8,2024,16:00,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,41.9578,-66.2541,11,6,2024,12:52,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.3771,-65.1683,12,6,2024,18:27,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,41.459,-64.199,16,6,2024,14:21,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.1777,-64.2383,19,6,2024,18:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.1777,-64.2383,19,6,2024,18:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.995,-64.7384,22,6,2024,15:47,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.3991,-65.1233,30,6,2024,16:18,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.4052,-65.0007,30,6,2024,17:35,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.4052,-65.0007,30,6,2024,17:35,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,48.3662,-58.9083,14,7,2024,11:05,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,48.8638,-59.7907,15,7,2024,13:43,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,43.4617,-64.7753,31,7,2024,12:07,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,43.2811,-64.3536,31,7,2024,14:05,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6594,-59.4588,5,8,2024,19:14,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6881,-59.4088,5,8,2024,19:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6913,-59.4032,5,8,2024,19:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5274,-59.323,5,8,2024,20:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2971,-59.8846,6,8,2024,14:49,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0988,-59.8425,6,8,2024,15:40,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9649,-60.0711,6,8,2024,15:48,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.8408,-59.906,6,8,2024,16:24,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.859,-59.8744,6,8,2024,16:25,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.8623,-59.8683,6,8,2024,16:26,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9967,-59.6386,6,8,2024,16:33,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9309,-59.3649,6,8,2024,18:02,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7723,-59.6417,6,8,2024,18:11,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7714,-59.6433,6,8,2024,18:11,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7534,-59.673,6,8,2024,18:12,Offshore,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7185,-59.7346,6,8,2024,18:14,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6917,-59.7837,6,8,2024,18:15,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6911,-59.7847,6,8,2024,18:15,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5324,-59.6785,6,8,2024,19:55,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6941,-59.3951,6,8,2024,20:03,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7023,-59.3814,6,8,2024,20:04,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.2134,-58.4968,6,8,2024,20:31,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,43.216,-63.7622,13,8,2024,15:23,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.9962,-61.46,15,8,2024,14:48,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,43.8912,-59.2496,29,8,2024,18:41,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,42.0415,-65.4814,12,9,2024,16:58,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,51.5236,-56.3223,21,9,2024,13:57,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,51.0757,-57.9425,21,9,2024,17:13,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0054,-52.0232,13,7,2024,15:20,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9467,-59.1187,26,7,2024,15:42,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.738,-59.8459,26,7,2024,17:36,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7128,-60.2743,26,7,2024,18:17,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.036,-60.1016,26,7,2024,20:25,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0208,-60.1263,26,7,2024,20:26,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9264,-60.2886,26,7,2024,20:31,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,47.3825,-57.0575,4,8,2024,11:56,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0029,-56.6586,4,8,2024,16:46,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4669,-56.6321,4,8,2024,17:01,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4984,-56.6311,4,8,2024,17:02,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.5474,-56.6292,4,8,2024,17:03,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4583,-53.1089,5,8,2024,16:53,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.924,-58.3904,7,8,2024,14:55,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.6678,-54.9705,8,8,2024,19:41,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.3661,-54.7483,8,8,2024,21:32,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9484,-54.7054,8,8,2024,21:53,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9488,-54.7054,8,8,2024,21:53,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,45.9329,-56.2148,16,8,2024,17:33,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,46.1063,-55.9632,17,8,2024,15:05,Offshore,1,20,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,55.2299,-60.3256,18,8,2024,,Hopedale  Labrador,2,9701,1,1,1,Alive,Patrol RHIB,Free Swimming,,,,,,
Leatherback Turtle,45.5472,-49.755,18,8,2024,16:34,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.0249,-48.0555,18,8,2024,20:44,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.665,-53.362,22,8,2024,9:26,,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,,
Leatherback Turtle,46.6151,-53.6431,23,8,2024,15:08,,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,20,
Leatherback Turtle,46.6149,-53.6617,23,8,2024,15:18,,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,,
Leatherback Turtle,46.6168,-53.6852,23,8,2024,15:28,,1,9701,1,1,1,Alive,Sailboat,Free Swimming,,,,,,
Leatherback Turtle,47.5497,-55.0114,23,8,2024,19:20,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.914,-55.0481,24,8,2024,15:21,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.9908,-54.3449,24,8,2024,15:50,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.1709,-54.2908,24,8,2024,16:39,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.339,-54.0745,24,8,2024,17:05,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.7943,-52.2339,25,8,2024,13:09,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.786,-52.2349,25,8,2024,13:09,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5904,-52.2724,25,8,2024,13:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.1214,-52.624,25,8,2024,15:38,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4284,-52.6371,25,8,2024,15:49,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4609,-52.6385,25,8,2024,15:50,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.573,-52.6423,25,8,2024,15:54,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.607,-52.6427,25,8,2024,15:55,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.514,-53.5873,25,8,2024,17:44,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.3202,-53.5797,25,8,2024,17:50,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.255,-53.2932,25,8,2024,20:06,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.3784,-53.2814,25,8,2024,20:10,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4578,-53.2722,25,8,2024,20:13,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4593,-53.2721,25,8,2024,20:13,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,,,25,8,2024,20:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5841,-53.2584,25,8,2024,20:17,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5976,-53.2568,25,8,2024,20:17,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5986,-53.2567,25,8,2024,20:17,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.2352,-54.5297,26,8,2024,14:05,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.2875,-54.5333,26,8,2024,14:06,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.3913,-54.54,26,8,2024,14:10,Offshore,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.2051,-48.7353,22,7,2024,14:28,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Unknown Turtle,47.7086,-50.4939,24,7,2024,17:28,Offshore,1,20,2,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,48.0839,-52.5749,25,7,2024,20:01,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6924,-57.6386,25,7,2024,14:08,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6928,-57.6386,25,7,2024,14:08,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4007,-57.6287,25,7,2024,14:32,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.4599,-57.6275,25,7,2024,14:34,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.274,-57.4337,25,7,2024,17:53,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3353,-55.7089,13,7,2024,16:17,Fortune Bay,1,9701,1,1,1,Alive,RHIB,Free Swimming,,,,,,
Leatherback Turtle,48.7883,-52.8033,19,9,2024,,,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,49.6279,-54.7851,11,9,2024,9:34,Twillingate  N.D.B.,1,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,4,
